time,Vsample,Vpowerresistor,Rsample,temperature,power,current,targetvoltage,targetpower,Voltagesupply,dv,pooltemp,integral,powerj,currentj,ljmcurrent,Ro
1.0104739665985107,1.5213421395226339,0.013081451877951622,5.8614016660624,85.9756962065333,0.3948683330965337,0.25955261662602425,0,1,0.3,0,91.22,0,1.0000023585289763,0.3113455199791696,0.05189091999652826,5.91
1.0199897289276123,1.6327667967907744,0.01292238850146532,6.3681297423401,140.65732327818,0.4186358508020529,0.25639659725129604,0,1,0.3,0,91.22,0.03517152977315162,1.0000023585289763,0.3113455199791696,0.05189091999652826,5.91
1.0295686721801758,2.0537277293864205,0.014813890680670738,6.987217591401113,207.46382655231454,0.6036448029958843,0.29392640239426066,0,1,0.3,0,91.22,0.06910610599279166,1.0000046341104434,0.31134598800292035,0.05189099800048672,5.91
1.0390841960906982,2.39675406872028,0.019313298165798187,6.254571540629959,128.403123190325,0.9184370230016812,0.3832003604325037,0,1,0.3,0,91.22,0.10184723129026466,1.000006829661596,0.31134643956615893,0.05189107326102649,5.91
1.048569917678833,2.482633731398151,0.02083488553762436,6.0055400753948085,101.52984272967913,1.0262974132048757,0.4133905860639754,0,1,0.3,0,91.22,0.13343687834542384,1.0000089479970342,0.3113468752478228,0.05189114587463713,5.91
1.0576019287109375,2.5049515166624103,0.02134290337562561,5.915294382298857,91.79132306653987,1.0607725829514414,0.4234703050719367,0,1,0.3,0,91.22,0.16391554369375708,1.0000109918323707,0.31134729560648633,0.05189121593441439,5.91
1.0664222240447998,2.508958425578759,0.02108026295900345,5.998573399918696,100.77806052508458,1.0493949080239589,0.41825918569451287,0,1,0.3,0,91.22,0.19332229964116088,1.0000129637877122,0.3113477011810767,0.051891283530179445,5.91
1.075265645980835,2.5130608551316524,0.02125782147049904,5.958196011496653,96.42088870220095,1.0599642659303237,0.4217821720337111,0,1,0.3,0,91.22,0.22169484435291475,1.0000148663910187,0.3113480924915659,0.05189134874859432,5.91
1.0840263366699219,2.5188317558723474,0.02149210125207901,5.906780309984165,90.8725594357718,1.0741068875825486,0.42643058039839304,0,1,0.3,0,91.22,0.24906955018106794,1.0000167020813433,0.3113484700396366,0.05189141167327277,5.91
1.0927367210388184,2.513676285668833,0.021473607048392296,5.899767305614091,90.11577782534044,1.0709860477245003,0.42606363191254554,0,1,0.3,0,91.22,0.27548151029219187,1.0000184732119608,0.31134883430932614,0.05189147238488769,5.91
1.1015558242797852,2.517765163851143,0.021624037995934486,5.868254776557232,86.71522347944857,1.0802430469832804,0.42904837293520803,0,1,0.3,0,91.22,0.30096458365527334,1.0000201820533823,0.3113491857676468,0.05189153096127447,5.91
1.1102104187011719,2.5147156096882552,0.02099888026714325,6.035639287233785,104.77788434012146,1.0477423014634881,0.4166444497449057,0,1,0.3,0,91.22,0.32555143844742074,1.0000218307962672,0.31134952486518497,0.05189158747753083,5.91
1.1188421249389648,2.518695085342206,0.021266452968120575,5.969130465317353,97.60083856889841,1.0627720351878267,0.4219534319071543,0,1,0.3,0,91.22,0.3492735939330274,1.0000234215542314,0.31134985203667875,0.051891642006113126,5.91
1.1274819374084473,2.5095054382205606,0.02151922881603241,5.877491018269479,87.71191726551754,1.0714805900822606,0.4269688257149288,0,1,0.3,0,91.22,0.3721614608700799,1.0000249563665562,0.31135016770157564,0.051891694616929274,5.91
1.1360933780670166,2.5127463641777705,0.021061766892671585,6.012905631323111,102.3246685964543,1.0500571068000053,0.4178922002514203,0,1,0.3,0,91.22,0.3942443804954093,1.0000264372008036,0.31135047226457013,0.051891745377428355,5.91
1.1447234153747559,2.5083020104085976,0.02105436846613884,6.004379638739038,101.40461863529445,1.04783164189483,0.4177454060741833,0,1,0.3,0,91.22,0.41555066213886405,1.0000278659553377,0.31135076611612267,0.051891794352687114,5.91
1.1534476280212402,2.502462691772523,0.02117890678346157,5.955176107759462,96.09500731200374,1.0515758745662815,0.42021640443376135,0,1,0.3,0,91.22,0.43610761951462357,1.000029244461759,0.3113510496329608,0.05189184160549346,5.91
1.1620149612426758,2.5064831520594537,0.021050669252872467,6.001080029631768,101.04855390722308,1.046887853609143,0.41767200898556484,0,1,0.3,0,91.22,0.45594160573617576,1.0000305744872517,0.3113513231785614,0.0518918871964269,5.91
1.1708335876464844,2.509518989591143,0.02135646715760231,5.922316464704712,92.54908429856786,1.0633821405274322,0.42373942773020457,0,1,0.3,0,91.22,0.4750780470998476,1.0000318577368503,0.31135158710361754,0.05189193118393626,5.91
1.1794888973236084,2.504172147593306,0.021243026480078697,5.941256833486519,94.5929619339539,1.0554800643253996,0.42148862063648207,0,1,0.3,0,91.22,0.4935414756801963,1.0000330958556238,0.31135184174648756,0.05189197362441459,5.91
1.189131498336792,2.509970316335783,0.021037105470895767,6.01330368944226,102.36762351970246,1.0476688546343944,0.41740288632729694,0,1,0.3,0,91.22,0.5113555607790481,1.0000342904307864,0.31135208743362963,0.051892014572271605,5.91
1.197525978088379,2.50564908172617,0.02140825428068638,5.8988795659498345,90.01998078639569,1.0643169182492493,0.42476695001361864,0,1,0.3,0,91.22,0.5285431392685002,1.0000354429937304,0.31135232448001937,0.051892054080003226,5.91
1.2060043811798096,2.5167942577271,0.021251656115055084,5.968778616720858,97.56287016998796,1.061231072967493,0.4216598435526802,0,1,0.3,0,91.22,0.545126244866784,1.000036555021991,0.31135255318955457,0.0518920921982591,5.91
